mel1,mel2,mel3,mel4,mel5,mel6,mel7,mel8,mel9,mel10,mel11,mel12,mel13,mel14,mel15,mel16,mel17,mel18,mel19,mel20,mel21,mel22,mel23,mel24,mel25,mel26,mel27,mel28,mel29,mel30,mel31,mel32,mel33,mel34,mel35,mel36,mel37,mel38,mel39,mel40,mel41,mel42,mel43,mel44,mel45,mel46,mel47,mel48,mel49,mel50,mel51,mel52,mel53,mel54,mel55,mel56,mel57,mel58,mel59,mel60,mel61,mel62,mel63,mel64,class
9.159524861723185,-32.130918860435486,3.722852312028408,-7.230230275541544,-38.90309488773346,9.471275568008423,-16.300912499427795,0.9476926624774933,-5.935643897159025,2.0546797923743725,-3.880182756111026,19.00540953874588,3.37991089746356,7.19666251540184,-3.212685341015458,10.930051267147064,-7.059943087399006,1.668212505057454,-3.6067405231297016,0.26880962774157524,-3.9997480623424053,2.739175520837307,-6.514631167054176,8.522895693778992,-2.11497300863266,-1.3038162402808666,-8.564892679452896,0.2874396350234747,-9.776351302862167,5.87503083050251,-4.813254453241825,6.544778406620026,-2.1084039956331253,5.437973573803902,-4.611947264522314,1.88874127343297,-8.182898432016373,-0.1480066180229187,-6.474299646914005,-0.8728389404714108,-3.806485414505005,-2.3144219368696213,-5.779157392680645,1.4764767363667488,-5.157201670110226,4.044790327548981,-4.9347138702869415,1.430255268001929,-2.9709570929408073,-0.8211373742669821,-4.2245908081531525,-0.37268948554992676,-5.517126724123955,-3.9743797108531,-4.871144771575928,-0.5972836930304766,-4.130833059549332,3.466782469302416,0.04003804363310337,-0.025028858333826065,0.5503409318625927,0.9748696498572826,-1.0022868812084198,-2.734978761523962,0.0
46.323907911777496,-18.03247871249914,-7.914011485874653,-10.185408294200897,-23.40337836742401,4.558581490069628,-9.313569247722626,-0.8341587334871292,-1.6237087771296501,10.271976977586746,-7.251879513263702,23.132771134376526,-2.5543460231274366,5.1599791049957275,4.719224527478218,7.302864499390125,-6.458483161404729,6.131141568068415,-9.49281296133995,1.303916983306408,0.24989620223641396,3.6489028334617615,-1.9424425512552261,6.439041018486023,-1.4682670682668686,-1.8453461565077305,-7.832130581140518,2.451412308961153,-14.47093939781189,-0.711277874186635,-4.936337001621723,2.7096124961972237,-2.580299533903599,4.10985211469233,-7.115272209048271,-0.5369916679337621,-8.591302305459976,3.9673681743443012,-3.498579725623131,-1.9496625326573849,-2.019802188500762,3.4868531487882137,-3.9336829856038094,-3.016630530357361,-7.265583723783493,-2.060893163084984,-10.84970423579216,-0.39590431563556194,-4.373623885214329,-0.43267739936709404,-5.139696434140205,1.5927564911544323,-4.3395110964775085,2.906121201813221,-5.108193099498749,2.211093630641699,-5.292605042457581,0.9435343183577061,-1.74973950907588,-2.4643653854727745,-2.0810394808650017,-3.215624490752816,0.8768181465566158,-5.70489165186882,0.0
31.071234226226807,-22.94866508245468,-0.39295604079961777,-8.524846972897649,-44.44018626213074,10.90604943037033,-15.835645318031311,4.584727535024285,0.2503102906048298,1.56019233353436,-2.8371352925896645,14.960836827754974,3.650671925395727,12.513057291507721,-3.1575939245522022,8.784660995006561,-5.94319087266922,-2.7222785502672195,-10.65678745508194,1.9006464220583439,0.24980620481073856,4.5723998583853245,-6.3233708292245865,5.482998123392463,-1.743739878758788,-1.262119960039854,-11.469011932611465,3.7153513617813587,-10.011949360370636,5.420011550188065,-5.192561276257038,3.798771871253848,-1.360208634287119,0.5462173242121935,-5.982895985245705,-0.33470027334988117,-9.443216532468796,1.1501476280391216,-5.223628923296928,-4.296821016818285,-0.6933447727933526,-4.680289752781391,-2.4467517510056496,-0.9653714299201965,-7.9230597615242,1.7461239658296108,-7.1079226434230804,-0.01661900943145156,-7.786883890628815,1.5890098670497537,-3.472819491638802,-2.5609059669077396,-2.120574079453945,2.07543483376503,-5.617279201745987,0.05996610037982464,-6.228252246975899,3.1286450028419495,-2.2415328435599804,-0.3029339574277401,-2.171462420374155,-0.743368037045002,-1.2863683216273785,-0.7749369405210018,0.0
45.52586358785629,-15.649812996387482,7.547298491001129,-2.2729548029601574,-21.209901213645935,6.301507590338588,-15.042693972587585,9.685194939374924,-0.8033175803720951,6.5963446497917175,-1.2659369483590126,33.75638008117676,-0.2816665321588516,13.884022772312164,5.472247410565615,0.9987622536718845,-9.318747103214264,1.331423595547676,-4.301534681580961,3.175648882985115,-2.251472160220146,4.406685542315245,-13.637030839920044,4.659658275544643,-6.2620750069618225,0.621402770280838,-5.639896541833878,-4.908906772732735,-12.657875835895538,0.3056944217532873,-5.742483094334602,1.9803273361176252,0.12887214682996273,6.869449645280838,-1.638229237869382,0.5126506332308054,-6.94779209792614,0.41744332760572433,-7.238082468509674,-0.5669273938983679,-3.683378204703331,-4.941197827458382,-3.547150783240795,-2.3901135474443436,-8.96690982580185,-0.06354243867099285,-3.314461775124073,1.7661147378385067,-6.5331670343875885,-0.770605081692338,-5.143598675727844,-5.470821604132652,-3.8611714243888855,-1.4320190027356148,-5.475565642118454,-3.1963341487571597,-3.6270634308457375,-1.882627660408616,-1.148315904662013,-3.4879627898335457,-2.9762526005506516,-0.28890955075621605,0.08050532266497612,-0.5231130942702293,0.0
73.4280104637146,-16.889340102672577,-6.331720054149628,-10.29773434996605,-25.51868212223053,7.693712070584297,-10.21166318655014,5.260344909504056,-0.31304997205734253,4.160293906927109,-2.3721528127789497,21.601842880249023,1.5111716762185097,6.167003870010376,4.506230093538761,6.900411367416382,-1.0038671316578984,6.180233180522919,-13.897099673748016,-3.097987487912178,-0.2508655097335577,7.054787419736385,0.04993228614330292,0.4302859101444483,-1.2112144604325294,0.9901234954595566,-8.530166454613209,-0.3516874983906746,-12.409636557102203,1.229865163564682,-5.441550776362419,5.913618296384811,-3.762069270014763,2.6750145629048347,-4.520768016576767,-2.2807782534509897,-10.021684974431992,2.1287637390196323,-2.6314073652029037,-3.5021233782172203,-5.304203983396292,1.7055342555977404,-0.5306861214339733,1.0886047072708607,-7.475696504116058,-1.6885822415351868,-6.538209065794945,-1.847329244017601,-1.9048519991338253,0.3078515939414501,-3.475001282989979,1.3806857392191887,-0.7783671226352453,-1.1831988133490086,-6.352370887994766,-0.7358685694634914,-4.562095746397972,-1.5897255688905716,-3.285167843103409,-1.1331332512199879,-5.2152438797056675,-4.48552542924881,-2.7961403112858534,0.5009248480200768,0.0
3.6817605132237077,-19.42472332715988,7.194301247596741,-1.9364345744252205,-41.388168811798096,15.848257184028625,-9.77596339583397,3.2803676575422287,-0.778046540915966,5.2181577906012535,-0.13652311079204082,16.796724796295166,0.9161924496293068,13.170459657907486,-2.606163613498211,9.9729642868042,-6.262896195054054,-3.824509147554636,-9.662539452314377,-1.376204190775752,-1.841488329693675,5.078647553920746,-3.948595095425844,8.132948711514473,2.034425662830472,-3.007303085178137,-11.21223133802414,1.477328971028328,-10.751513332128525,3.3517474308609962,-5.114134170114994,4.537809103727341,0.7768389750272036,4.0709638223052025,-4.1844453401863575,2.4955771304666996,-5.235201925039291,1.1540764532983303,-4.6443077847361565,-0.1873048273846507,-0.35564255341887474,-4.572192132472992,-5.697401449084282,0.18322569131851196,-7.304567813873291,0.36039333418011665,-8.591178238391876,-2.671176578849554,-7.237695582211018,-1.7630950920283794,-4.584845468401909,-3.2493360470980406,-2.5787782222032547,-0.9448894783854485,-6.235734805464745,0.05756214261054993,-2.7470666356384754,3.439914755523205,0.012991003692150116,-2.0123497769236565,-2.1192982215434313,0.7358811283484101,-1.6748572159558535,-1.246946369530633,0.0
26.551584169268608,-20.40710312128067,4.576964220032096,-9.402465865015984,-32.223135232925415,11.485109388828278,-15.287003338336945,7.961764071136713,-5.312686629593372,3.1062471345067024,-4.225918270647526,20.26351672410965,2.525527074933052,6.345227971673012,-1.6597818695008755,8.51903460919857,-10.353605270385742,0.9330817274749279,-4.1092835664749146,-1.9240488782525063,-3.456709783524275,4.550896052271128,-6.6239839643239975,7.970083802938461,1.596700668334961,-2.782281088642776,-8.396963968873024,3.400421556085348,-10.134404391050339,2.9586892686784267,-10.191461727023125,4.764169931411743,-2.2886953726410866,7.630330935120583,-6.3619544506073,0.47994859516620636,-7.4954484552145,1.915028091520071,-6.6439825892448425,-3.0188280679285526,-2.92578212171793,-3.370664332062006,-5.555568106472492,0.2843748372979462,-5.74035456776619,-0.16275887191295624,-7.369432032108307,0.3180023431777954,-4.846901163458824,-0.25647248700261116,-2.6741458605974913,-0.6086558494716883,-5.893826551735401,-2.1589138358831406,-4.410626366734505,0.09126744605600834,-2.050997421145439,1.2019886393100023,-0.9363714884966612,-0.31784858368337154,-1.7409691996872425,0.010186215862631798,-0.9069975465536118,-2.930798437446356,0.0
5.4499249793589115,-28.41293752193451,2.2563856579363346,-7.469615250825882,-23.147343397140503,11.925694108009338,-7.758907534182072,12.78785789012909,3.8815209791064262,4.6832104958593845,-9.796622812747955,13.395108222961426,5.266586005687714,11.15986055135727,-2.6286119669675827,13.900247633457184,-3.2206736728549004,3.20871502161026,-8.269960194826126,3.458600878715515,2.0897981207817793,1.5223189014941454,-4.06055234791711,6.039640061557293,0.02970518358051777,-2.64598407340236,-4.861669264733791,2.993280779570341,-6.269942328333855,6.420761976391077,-4.559388764202595,3.8961899280548096,-1.944770285859704,7.210074096918106,-5.853174418210983,0.5917676948010921,-8.264968156814575,0.8450026884675026,-6.833378419280052,-0.9454142581671476,-2.2314607929438353,2.390450958162546,-6.195270761847496,1.7116166967898607,-4.885831072926521,0.9713573306798935,-11.517522633075714,2.2140844091773033,-2.2626309767365456,-2.695923537015915,-3.795777700841427,0.6169742420315742,-3.720964938402176,-1.4953931048512459,-2.5121013671159744,-2.924290418624878,-4.743261754512787,-1.1606279239058495,-2.848741799592972,-2.466013390570879,-2.502982337027788,-2.173572361469269,-0.1490216627717018,-2.704256858676672,0.0
39.20816469192505,-21.953632473945618,5.086362972855568,-9.439986556768417,-36.934948444366455,5.161455929279327,-15.777202725410461,7.31733063608408,-8.041924118995667,5.660549126565456,-1.9153625145554543,23.60970389842987,-1.4605240188539028,1.7585939252749085,-3.0368886329233646,5.041233820840716,-7.908082723617554,0.40870187245309353,-5.290232267230749,-7.242713950574398,-0.026235109195113182,6.588377608917654,-6.966027140617371,6.50867222994566,5.354326602071524,-4.732727248221636,-10.523234814405441,-2.911863598972559,-9.550287395715714,-0.9604984223842621,-6.836983323097229,6.550785064697266,-4.147465080022812,7.9667713940143585,-4.964914977550507,1.0373796373605728,-6.2742020189762115,1.8315550265833735,-3.838849052786827,4.132994100451469,-4.405284561216831,0.6120790001004934,-4.851956263184547,3.012731220573187,-3.117665834724903,2.3736499175429344,-7.51824289560318,0.21895533055067062,-3.2788211815059185,-2.3350619189441204,-1.6112896874547005,-0.12462231889367104,-1.6756973005831242,-1.7314332984387875,-2.7795932926237583,1.8033357579261065,0.38767576217651367,0.27835782058537006,0.05535261891782284,-1.103513399604708,-3.1181051805615425,-1.7394715305417776,-1.885276421904564,-2.6520085129886866,0.0
38.21197110414505,-23.792172253131866,-6.926800440996885,2.532120566815138,-28.119626879692078,17.34377521276474,-10.120572596788406,0.3231244832277298,5.883380867540836,-9.023811161518097,-9.143756069242954,12.80407452583313,-0.7804441638290882,10.113454520702362,-4.2491492331027985,1.5490890312939882,-11.406370878219604,3.44418887514621,-12.54318168759346,-8.238879531621933,-8.960275128483772,7.339316338300705,-12.65686970949173,0.44275597110390663,-4.749026909470558,2.0874130111187696,-10.954554475843906,-1.7186911664903164,-10.395578861236572,-2.4161043614149094,-5.632532596588135,0.8660798761993647,-5.224205985665321,-3.4305757768452168,-8.718794949352741,-6.211601484566927,-8.198225304484367,-0.21020853146910667,-7.49577209353447,-0.6580524388700724,-2.171558443456888,-0.5426909513771534,-2.4261705297976732,1.272769257426262,-1.546180922538042,2.2581744119524956,-6.08331923186779,1.5022289901971817,1.7201773710548878,2.791796997189522,-0.896886806935072,3.4593536034226418,-0.08811231330037117,5.939662471413612,-0.3819202072918415,3.903267752379179,-0.9527168869972229,7.604124911129475,0.12152189016342163,3.31354914046824,-2.874469220638275,3.733137659728527,-0.19747449457645416,-1.1518727019429207,1.0
